,player_name,offense,defense,net
79,Alaixys Romao,-0.017740854876907988,-0.06426459898956531,0.04652374411265732
80,Alassane Pléa,-0.10914231659570771,0.03737354383447689,-0.1465158604301846
81,Albert Guðmundsson,-0.002784552447610896,-0.0607528053493134,0.0579682529017025
82,Albert Sambi Lokonga,-0.014438012446818799,0.01493794819241912,-0.02937596063923792
83,Alberto Cerri,-0.021927766056149378,0.07405284107972349,-0.09598060713587286
84,Alberto Dossena,-0.020785182072546496,0.022994720602865972,-0.04377990267541247
85,Alberto Grassi,-0.012850821330198131,0.05412469487588386,-0.066975516206082
86,Alberto Moleiro,0.01833446412792424,0.011540155312769888,0.006794308815154351
87,Alberto Moreno,-0.006164250090829288,-0.006881900445803702,0.0007176503549744138
88,Alberto Paloschi,-0.03253111937283041,0.1689314426592712,-0.2014625620321016
89,Alberto Perea,0.04458606532621236,0.03401987106231122,0.010566194263901138
90,Albin Ekdal,0.0852075726676429,-0.07957586765219926,0.16478344031984216
91,Aleix García,0.12559939016491098,-0.07330653098430709,0.19890592114921807
92,Aleix Vidal,0.07009368669129802,0.05107901112135567,0.019014675569942352
93,Alejandro Balde,0.031321301610464404,-0.05733372880525241,0.08865503041571682
94,Alejandro Garnacho,-0.022337664051673506,0.0066152303085548975,-0.028952894360228403
95,Alejandro Pozo Pozo,-0.040696948817100474,0.036438901626527485,-0.07713585044362796
96,Aleksandar Dragović,0.024380038922667328,-0.04974890904592572,0.07412894796859305
97,Aleksandar Kolarov,0.141301953241423,0.04802796130090963,0.09327399194051336
98,Aleksandar Mitrović,0.02395473821065882,0.04618260220392851,-0.02222786399326969
99,Aleksandar Pavlovic,-0.013338029612017199,-0.043020061444751435,0.029682031832734237
100,Aleksandar Sedlar,-0.021958219879942946,-0.040656392774136525,0.01869817289419358
101,Aleksandr Golovin,-0.0060452300966367355,-0.0016879158400375008,-0.004357314256599234
102,Aleksei Miranchuk,-0.017068660538110503,-0.0033968484741211356,-0.013671812063989368
103,Alessandro Bastoni,0.17443245202917668,0.046161979069164666,0.128270472960012
104,Alessandro Bianco,0.0025685760591490836,-0.0069900474138838474,0.009558623473032931
105,Alessandro Buongiorno,0.012542749125002048,0.017406281771899415,-0.0048635326468973675
106,Alessandro Deiola,-0.10183064838690879,0.030002403405709643,-0.13183305179261845
107,Alessandro Florenzi,-0.06125811624048241,-0.011061696625922693,-0.05019641961455972
108,Alessandro Murgia,-0.04160149836063745,0.022339621088490563,-0.06394111944912802
109,Alessandro Schöpf,-0.01888729244441566,0.052901244345129196,-0.07178853678954486
110,Alessandro Tuia,0.004217132582526329,-0.0016356635826269366,0.0058527961651532664
111,Alessandro Vogliacco,-0.026606442745988883,-0.011309980659596304,-0.015296462086392579
112,Alessandro Zanoli,-0.07560336803681415,0.025255531216872837,-0.10085889925368699
113,Alessio Romagnoli,-0.06499490222816878,-0.1330292772693793,0.06803437504121052
114,Alessio Zerbin,-0.0005766623898767211,0.05740957035544698,-0.0579862327453237
115,Alex Baena,8.42281880967093e-05,0.055544658681611764,-0.05546043049351505
116,Alex Ferrari,-0.05190556504272453,0.015465547793936203,-0.06737111283666074
117,Alex Iwobi,0.07771653217788922,0.09378529081685538,-0.01606875863896616
118,Alex Král,-0.023383495304516475,0.07267345441841108,-0.09605694972292755
119,Alex Oxlade-Chamberlain,-0.0001635392693620217,0.01731130765660232,-0.017474846925964342
120,Alex Pritchard,-0.05815252957866201,0.011334715804199275,-0.06948724538286129
121,Alex Sandro,0.11101072283081921,0.006329002861623292,0.10468171996919592
122,Alex Sola,-0.01920745597746889,-0.04502318706074457,0.02581573108327568
123,Alex Telles,-0.03906479250662863,0.051265620248929646,-0.09033041275555828
124,Alexander Djiku,0.0029683375783182333,-0.06034049947923166,0.06330883705754989
125,Alexander Esswein,-0.038788376087324564,-0.041418276436307355,0.0026299003489827916
126,Alexander Hack,-0.030266661727139293,0.1342508110872623,-0.1645174728144016
127,Alexander Isak,0.264427903879078,-0.025377203019669562,0.28980510689874756
128,Alexander Sørloth,0.1084766802519986,-0.07376649738221329,0.18224317763421188
129,Alexander Tettey,-0.029185478973848475,0.0735151309262756,-0.10270060990012407
130,Alexandre Lacazette,0.08965596060379752,-0.07077603649507228,0.1604319970988698
131,Alexandre Mendy,-0.035571598086467704,0.04617693059158921,-0.08174852867805692
132,Alexis,-0.05663891117828943,0.08811311101743097,-0.1447520221957204
133,Alexis Blin,-0.10789173267627596,-0.10896227721731996,0.0010705445410440079
134,Alexis Claude-Maurice,0.036275087292050354,0.17155842560971857,-0.1352833383176682
135,Alexis Flips,0.045583828132523,-0.02829627317833013,0.07388010131085312
136,Alexis Mac Allister,0.13990625989854685,-0.12478011469503851,0.26468637459358535
137,Alexis Saelemaekers,0.07597912122462681,-0.0008274456292349033,0.07680656685386172
138,Alexis Sánchez,0.2687344330301251,-0.0032755203150813426,0.27200995334520645
139,Alexsandro Ribeiro,0.07632547871225204,0.06393292293027339,0.012392555781978648
140,Aleš Matějů,0.02619269153898229,0.023173492601576886,0.003019198937405404
141,Alfie Doughty,0.04190077820961055,0.04839085611622745,-0.0064900779066168965
142,Alfie Mawson,-0.04947430837371056,0.0725082680007087,-0.12198257637441925
143,Alfonso Espino,-0.10236698166470994,-0.02025903479564877,-0.08210794686906117
144,Alfonso Pedraza,-0.005871591795475262,0.1489365511866999,-0.15480814298217516
145,Alfred Duncan,-0.034529789340647425,-0.03961835726290706,0.005088567922259632
146,Alfredo Morales,-0.08270962339386718,0.09485300297792801,-0.1775626263717952
147,Alfreð Finnbogason,0.08562724429416974,-0.034771306231681044,0.12039855052585077
148,Alidu Seidu,0.0003707686836166877,-0.05572727755892573,0.056098046242542415
149,Allan,0.0037083051741852325,-0.12659631476012032,0.13030461993430556
150,Allan Nyom,-0.10654555282985337,-0.10521671050973143,-0.0013288423201219396
151,Allan Saint-Maximin,-0.035131595521505715,0.0003061129421851762,-0.03543770846369089
152,Almamy Touré,0.10606077359400977,0.06148356955528564,0.04457720403872413
153,Alphonso Davies,0.17275315569374367,0.021582524419733618,0.15117063127401004
154,Amad Diallo,-0.020300861604116534,-0.015984204454140748,-0.004316657149975787
155,Amadou Diawara,0.10048058429706522,-0.02320142331339997,0.12368200761046519
156,Amadou Haidara,0.10243335462517816,-0.05266627072984084,0.155099625355019
157,Amadou Onana,-0.0040521062610669465,0.054147584336843295,-0.05819969059791024
158,Amath,0.013366730281467511,-0.10496851393053208,0.11833524421199959
159,Ambroise Oyongo,-0.11913277142331201,-0.02368738732885708,-0.09544538409445492
160,Amin Sarr,-0.0129122183759875,0.0009620832997614057,-0.013874301675748905
161,Amin Younes,-0.04729114025497898,-0.02495247442462596,-0.022338665830353016
162,Amine Adli,0.032133777676801284,-0.04935226527979338,0.08148604295659467
163,Amine Gouiri,0.11568678782604976,-0.04522203771855065,0.1609088255446004
164,Amine Harit,-0.06156738707010634,-0.09180646228064276,0.030239075210536426
165,Amir Abrashi,-0.09100332102051707,0.014540958609648304,-0.10554427963016538
166,Amir Richardson,-0.044239052308048595,0.009097312721513203,-0.053336365029561794
167,Amir Rrahmani,0.06359823178976302,-0.020964090088174,0.08456232187793702
168,Amos Pieper,-0.0982395528604647,0.008585844914378497,-0.10682539777484319
169,Anaitz Arbilla,-0.005128403915183803,-0.003990440498962566,-0.0011379634162212368
170,Anastasios Donis,0.02321716070362579,-0.04782227613562993,0.07103943683925572
171,Ander Barrenetxea,-0.019609913368910138,-0.11097692215058583,0.0913670087816757
172,Ander Capa,-2.2433057520655346e-05,-0.039415992171517214,0.03939355911399656
173,Ander Guevara,0.04986647830312477,0.023517782347631713,0.026348695955493055
174,Ander Herrera,-0.07070057142402748,0.012333126531439961,-0.08303369795546744
175,Ander Iturraspe,0.03832473595739971,-0.007116935343210495,0.0454416713006102
176,Anderson Lucoqui,-0.05821803472154029,0.037080301093622495,-0.09529833581516278
177,Andoni Gorosabel,0.03396341054145842,-0.006748928892830206,0.040712339434288626
178,Andre Gray,-0.026666635976817288,0.12617897338245188,-0.15284560935926916
179,Andre-Frank Zambo Anguissa,0.12454273878720613,-0.12596716700561178,0.2505099057928179
180,Andrea Barberis,-0.049774811566935265,-0.0009443260762685567,-0.04883048549066671
181,Andrea Beghetto,-0.048111446167167685,-0.0022200486277245348,-0.04589139753944315
182,Andrea Belotti,0.054743086584725674,-0.05873560067292602,0.1134786872576517
183,Andrea Bertolacci,0.009685908298661661,-0.09004672763475542,0.09973263593341708
184,Andrea Cambiaso,0.00893592117695637,-0.08244676586173481,0.09138268703869118
185,Andrea Carboni,-0.019456358963085875,-0.06015007276925551,0.04069371380616964
186,Andrea Colpani,-0.06611623423685663,0.028484451523235987,-0.09460068576009262
187,Andrea Conti,0.021557080480499247,0.01306272532849425,0.008494355152004997
188,Andrea Masiello,0.005629729528628645,0.025960379263842585,-0.02033064973521394
189,Andrea Petagna,0.032655756047947834,0.0011073449455259207,0.03154841110242192
190,Andrea Pinamonti,-0.00042676737451971796,0.038760432963507854,-0.03918720033802757
191,Andrea Poli,-0.027409876868127233,0.062066434475196795,-0.08947631134332402
192,Andrea Raggi,-0.011265896965084156,-0.02904025165809175,0.017774354693007595
193,Andrea Ranocchia,0.16255788465221488,-0.05234155159133308,0.21489943624354796
194,Andrea Rispoli,-0.024337041175007915,0.07082400020241482,-0.09516104137742273
195,Andreas Beck,0.015263326113371016,-0.02409110964995714,0.03935443576332816
196,Andreas Christensen,0.08710908285616999,-0.04355198671039679,0.13066106956656678
197,Andreas Cornelius,0.003047461400810136,-0.012735385905368327,0.015782847306178464
198,Andreas Hanche-Olsen,-0.0018159707751114762,0.0023597299398369007,-0.004175700714948377
199,Andreas Pereira,0.055845953016584904,0.0068376455791527985,0.049008307437432105
200,Andreas Skov Olsen,-0.010145891028265235,-0.014625682911894755,0.004479791883629521
201,Andrei Girotto,-0.012019553870175939,-0.04516768490072237,0.03314813103054643
202,Andrei Ratiu,-0.011838956848772758,-0.016465782591468928,0.0046268257426961695
203,Andrej Kramarić,0.12645473229612778,0.08218829699085317,0.044266435305274604
204,Andrew Gravillon,-0.025566804582951956,0.06551030912983054,-0.09107711371278249
205,Andrew Robertson,0.21413897912292218,-0.22092267458637208,0.4350616537092943
206,Andrew Surman,-0.045436675893596096,0.07208815481634366,-0.11752483070993976
207,Andrey Santos,-0.019150842008686317,-0.03280968886842216,0.01365884685973584
208,Andriy Yarmolenko,0.08462410157341038,0.004293076974425269,0.08033102459898511
209,Andros Townsend,-0.051280076497027,0.030426211497505014,-0.08170628799453201
210,András Schäfer,-0.020637797323915835,-0.04142967914185602,0.020791881817940183
211,André Ayew,0.028622347128810604,0.05851447341594388,-0.029892126287133277
212,André Gomes,0.04918482291846531,-0.08474535557854303,0.13393017849700833
213,André Hahn,-0.08137455859254455,0.09111674923910301,-0.17249130783164757
214,André Hoffmann,-0.03349555041996144,0.062277896704690736,-0.09577344712465218
215,André Schürrle,-0.05842107182900318,0.004780028668495087,-0.06320110049749826
216,André Silva,0.18150745379704242,-0.08396068290562964,0.26546813670267205
217,Andrés Cubas,0.01549431156051929,-0.02096314352447076,0.03645745508499005
218,Andrés Guardado,-0.0485095315970595,-0.06596843988465019,0.01745890828759069
219,Andy Carroll,0.10651889747906329,-0.031071759401488597,0.1375906568805519
220,Andy Delort,0.13118224290658126,-0.0029738180120211077,0.13415606091860235
221,Andy Diouf,-0.02745301315988351,-0.0009711168885513307,-0.02648189627133218
222,Andy Pelmard,-0.0652579577124264,0.003383938600538076,-0.06864189631296448
223,Anel Ahmedhodžić,0.01906856522084163,0.07256434579326769,-0.05349578057242606
224,Angel Gomes,0.022285675076589264,-0.0013009759271606564,0.02358665100374992
225,Angeliño,0.052812589607251305,-0.04591685496962977,0.09872944457688107
226,Angelo Fulgini,0.0051194437269270095,-0.014646590226204367,0.019766033953131375
227,Angelo Ogbonna,-0.07244096779339795,0.11517575187726695,-0.1876167196706649
228,Angelo Stiller,0.1196157845654707,-0.015955207081668123,0.13557099164713882
229,Ansgar Knauff,0.04114875611577422,0.015952770426296507,0.02519598568947771
230,Ansu Fati,-0.007241494256720748,-0.04839978477573105,0.0411582905190103
231,Ante Budimir,-0.05881780877703334,0.014297796746257719,-0.07311560552329106
232,Ante Rebić,0.05367726475515515,-0.03444558071449057,0.08812284546964572
233,Anthony Briançon,0.007737552351758545,-0.03400120562240566,0.04173875797416421
234,Anthony Caci,0.1737967466072764,-0.03246445757783969,0.2062612041851161
235,Anthony Elanga,-0.028979705329296095,-0.012124817304968913,-0.016854888024327185
236,Anthony Gonçalves,-0.029383815462135993,0.043891951075778125,-0.07327576653791412
237,Anthony Gordon,0.05797967272676435,-0.010296394804211288,0.06827606753097565
238,Anthony Jung,-0.0429849936310399,0.046227460932343346,-0.08921245456338325
239,Anthony Knockaert,-0.048691477328902895,0.0013649645188490256,-0.05005644184775192
240,Anthony Losilla,-0.07171005298789179,0.07812088894575273,-0.14983094193364452
241,Anthony Lozano,-0.031009068768254353,0.08285379317466819,-0.11386286194292254
242,Anthony Martial,0.08138808821068354,-0.10791563400432935,0.1893037222150129
243,Anthony Modeste,0.029699844673696872,0.06672910504059873,-0.03702926036690186
244,Anthony Rouault,0.040713409808104985,-0.013358866620842472,0.054072276428947456
245,Antoine Griezmann,0.021602199284278315,-0.019806917720013136,0.04140911700429145
246,Antoine Makoumbou,-0.03955729504888901,0.022404529451726763,-0.06196182450061577
247,Antoine Semenyo,0.0958239211258128,0.03149089311548946,0.06433302801032334
248,Anton Stach,-0.02671031521690869,0.14670595977849746,-0.17341627499540616
249,Antonee Robinson,-0.044805318266844724,0.007065009607415925,-0.05187032787426065
250,Antonin Bobichon,0.02469704745026557,0.012253394873916032,0.012443652576349539
251,Antonino Barillà,-0.022214480370241194,0.07947657255506342,-0.10169105292530461
252,Antonino Gallo,-0.025465653103253483,-0.06019378726924049,0.03472813416598701
253,Antonio Barragán,-0.1136529081116581,0.00972180958131886,-0.12337471769297696
254,Antonio Barreca,0.03359534839190801,0.007472049139166056,0.026123299252741955
255,Antonio Blanco,-0.035045354505761114,-0.060524735135949054,0.02547938063018794
256,Antonio Candreva,-0.04261165889244504,-0.022997775179512844,-0.019613883712932195
257,Antonio Caracciolo,-0.0661444269312925,0.06041817835668645,-0.12656260528797894
258,Antonio Luna,-0.044028261709814165,0.05006822325863044,-0.09409648496844461
259,Antonio Puertas,-0.08332980360613763,-0.12351796081513608,0.040188157208998446
260,Antonio Raillo,-0.00785785411483823,-0.07385531633867473,0.0659974622238365
261,Antonio Rüdiger,0.051169756218077456,-0.18193523799057912,0.23310499420865657
262,Antonio Sanabria,-0.001926919390116446,-0.07759193786260615,0.0756650184724897
263,Antonio Sánchez,-0.0638630089141369,-0.028480734823334304,-0.0353822740908026
264,Antonio Valencia,0.04385311137019321,-0.04491208366947963,0.08876519503967284
265,Antony,-0.010487739651831172,0.030862288586925583,-0.041350028238756754
266,Antonín Barák,-0.022150903023042606,-0.008345527339803349,-0.013805375683239257
267,Antoñito,0.03080317775288703,0.05074742853541674,-0.01994425078252971
268,Anuar,-0.061732258471131216,0.06272507563463449,-0.1244573341057657
269,Anwar El Ghazi,-0.04892712718775809,0.059405220006714,-0.10833234719447209
270,Arber Zeneli,0.04267976079830857,0.017935733479761365,0.024744027318547204
271,Ardian Ismajli,0.012210213610642994,0.02047845311954922,-0.008268239508906225
272,Aridane Hernández,0.053150590393249486,-0.09896563775611678,0.15211622814936626
273,Aritz Aduriz,-0.024898264065038193,-0.045068494651485026,0.020170230586446833
274,Aritz Elustondo,0.05335836813035139,0.022225427362914125,0.031132940767437268
275,Arjen Robben,0.05763814736204148,-0.06466523062510338,0.12230337798714486
276,Arkadiusz Milik,0.014888727121587819,-0.1287403462384979,0.1436290733600857
277,Arkadiusz Reca,-0.08214241015503813,-0.05639521912240542,-0.02574719103263271
278,Armand Lauriente,-0.011229206725465294,-0.14837408871089702,0.13714488198543173
279,Armando Broja,0.039275301528724306,-0.01927970789645386,0.05855500942517816
280,Armando Izzo,-0.11904269967436644,-0.10663376430351856,-0.012408935370847876
281,Armel Bella Kotchap,-0.030241293293340833,0.01720530622428621,-0.047446599517627044
282,Arnau Martinez,-0.0006093228417179957,0.0977940142677929,-0.0984033371095109
283,Arnaud Kalimuendo,0.015164167966678773,0.026998570797778065,-0.011834402831099293
284,Arnaud Nordin,-0.08017972367768933,0.0041072421767882426,-0.08428696585447758
285,Arnaud Souquet,-0.015503272937267895,0.032504897351211204,-0.0480081702884791
286,Arnaut Danjuma,-0.04318581159447645,0.018836184909778918,-0.06202199650425537
287,Arne Engels,-0.009880201128019614,-0.05257219378125283,0.042691992653233216
288,Arne Maier,0.03963312438548802,0.10732187169428703,-0.06768874730879901
289,Aron Dønnum,-0.0009411880703060031,0.005219454518553947,-0.00616064258885995
290,Aron Gunnarsson,0.007357363580591208,0.02748308558879817,-0.02012572200820696
291,Arouna Sangante,-0.014403992613984371,0.002293798970606921,-0.016697791584591292
292,Artem Dovbyk,0.13377194218973562,-0.0008234516792171907,0.1345953938689528
293,Arthur Cabral,-0.002961977765742693,-0.04669570316095069,0.04373372539520799
294,Arthur Masuaku,0.0032837239597046054,0.02859759808595389,-0.025313874126249285
295,Arthur Melo,0.05723911750369393,-0.011113426294130195,0.06835254379782413
296,Arthur Theate,0.04961237347823379,-0.09723395393253093,0.1468463274107647
297,Artur Ioniță,-0.1680282118427409,0.15577157109609308,-0.32379978293883394
298,Arturo Calabresi,0.009264928020040619,-0.0008226145007491992,0.010087542520789819
299,Arturo Vidal,0.1290501712813445,-0.00014694651734821381,0.1291971177986927
300,Ashley Barnes,0.055735930408492534,0.002612942123669173,0.05312298828482336
301,Ashley Westwood,-0.04008325341707648,0.01886748146978583,-0.05895073488686231
302,Ashley Young,0.03931223370201357,-0.05646121951047573,0.0957734532124893
303,Asier Illarramendi,0.010150871790846724,-0.09739094121733537,0.1075418130081821
304,Asier Villalibre,0.010467757314986224,-0.06510510529211123,0.07557286260709746
305,Assane Diao,-0.014509807031626906,0.025613008708088813,-0.04012281573971572
306,Assane Dioussé,-0.05581264041665099,0.025010618294811982,-0.08082325871146297
307,Aster Vranckx,0.05920995392317313,-0.027980193839963995,0.08719014776313713
308,Atakan Karazor,-0.08121868226139331,-0.006401916340488429,-0.07481676592090489
309,Aurélien Tchouaméni,0.12426392859033229,-0.061394392894623576,0.18565832148495587
310,Aurélio Buta,0.014013009040247116,0.05626465153438573,-0.04225164249413861
311,Auston Trusty,-0.025067402113344746,0.0347971368167448,-0.05986453893008955
312,Axel Disasi,0.079632613452041,-0.05379312684425988,0.1334257402963009
313,Axel Tuanzebe,-0.06260099613018988,-0.020739032458187763,-0.041861963672002116
314,Axel Witsel,0.0563384681407917,0.041624470054288334,0.014713998086503366
315,Aymen Barkok,0.06902391278337498,0.0326092324350388,0.036414680348336184
316,Aymeric Laporte,0.24198535904588703,-0.04678729543175842,0.28877265447764544
317,Ayoze Pérez,0.021573369253281995,-0.06474257318981626,0.08631594244309826
318,Azor Matusiwa,0.003665052182549779,-0.030469786762012355,0.03413483894456213
319,Azzedine Ounahi,-0.040654868087497506,0.08385475036482339,-0.12450961845232089
320,Aïssa Mandi,0.04572009214419626,-0.0014237030039329452,0.047143795148129206
321,Badredine Bouanani,-0.01363956705800769,-0.04693510308739779,0.0332955360293901
322,Bafodé Diakité,0.03795853692017539,0.017309715311575165,0.020648821608600224
323,Baissama Sankoh,0.03931007629266243,-0.014804346389300642,0.05411442268196307
324,Bakary Koné,-0.04807769173298046,0.09149594987434603,-0.1395736416073265
325,Bakaye Dibassy,-0.1339492247561478,-0.019584026427840573,-0.11436519832830722
326,Bamba Dieng,0.06887114053587641,-0.0016148467193704739,0.07048598725524688
327,Bamo Meïté,-0.03931319671982629,0.025734862772484324,-0.06504805949231061
328,Baptiste Santamaria,-0.03400810705349955,-0.15215184229820497,0.11814373524470542
329,Bartosz Bereszyński,-0.07581524638886185,0.05072296564048112,-0.12653821202934296
330,Bartosz Salamon,-0.05717030411162627,0.02862896918969771,-0.08579927330132398
331,Bas Dost,0.04132537055505572,-0.01566064719223048,0.0569860177472862
332,Bastian Oczipka,0.023430609369490586,-0.04466441015554264,0.06809501952503323
333,Bastos,-0.06046513541456403,0.023899509590066266,-0.0843646450046303
334,Batista Mendy,0.008811112829836912,0.060485203285727075,-0.051674090455890165
335,Bebé,-0.019453614668140922,0.02800656314970652,-0.04746017781784744
336,Becir Omeragic,-0.04263796682634118,0.00218981408938131,-0.044827780915722495
337,Ben Chilwell,-0.011524646999017138,-0.12002517092956981,0.10850052393055268
338,Ben Davies,-0.04465064918751943,-0.11377645826093097,0.06912580907341154
339,Ben Gibson,-0.03554584189979688,0.017584654851132874,-0.05313049675092975
340,Ben Godfrey,-0.08898747572498307,-0.020150320888699877,-0.0688371548362832
341,Ben Johnson,-0.05773531001405785,0.025246941044478104,-0.08298225105853596
342,Ben Mee,0.03785806801273669,-0.027383915650556142,0.06524198366329283
343,Ben Osborn,-0.017798544975770193,0.04198175719626668,-0.05978030217203687
344,Ben White,0.11445635940552308,-0.12937301241558563,0.2438293718211087
345,Benedict Hollerbach,-0.0310514718727567,0.0035435111821144885,-0.03459498305487119
346,Benedikt Gimber,-0.008439250628840702,0.07456401460351754,-0.08300326523235824
347,Benito Raman,-0.04880487693228605,0.07363714296467887,-0.12244201989696492
348,Benjamin André,-0.04844108449033145,-0.09416349889460639,0.045722414404274936
